Description,Code,Selling,Buying_TT,Buting_Notes,Scrape_time,Buying_Notes
Norwegian Krone,NOK,2.249108,2.168907,,2025-11-02,2.155709
New Zealand Dollar,NZD,12.994506,12.45033,,2025-11-02,12.45033
Swedish Krona,SEK,2.398941,2.309661,,2025-11-02,2.295606
South African Rand,ZAR,1.294208,1.265,,2025-11-02,1.265
Euro,EUR,25.929684,25.354702,,2025-11-03,25.354702
Pound Sterling,GBP,29.470554,28.813261,,2025-11-03,28.813261
US Dollar,USD,22.42296,22.01744,,2025-11-03,22.01744
Australian Dollar,AUD,14.855078,14.325443,,2025-11-03,14.23827
Botswana Pula,BWP,1.826537,1.512203,,2025-11-03,1.503001
Canadian Dollar,CAD,16.181643,15.605983,,2025-11-03,15.511018
Swiss Franc,CHF,28.21425,27.209089,,2025-11-03,27.043516
Danish Kroner,DKK,3.506398,3.381377,,2025-11-03,3.3608
Indian Rupee,INR,0.255698,0.246578,,2025-11-03,0.245077
Japanese Yen,JPY,0.145836,0.14259,,2025-11-03,0.14259
Namibia Dollar,NAD,1.306676,1.26007,,2025-11-03,1.252403
Norwegian Krone,NOK,2.249108,2.168907,,2025-11-03,2.155709
New Zealand Dollar,NZD,12.994506,12.45033,,2025-11-03,12.45033
Swedish Krona,SEK,2.398941,2.309661,,2025-11-03,2.295606
South African Rand,ZAR,1.294208,1.265,,2025-11-03,1.265
Euro,EUR,25.921721,25.349247,,2025-11-04,25.349247
Pound Sterling,GBP,29.565942,28.906688,,2025-11-04,28.906688
US Dollar,USD,22.4784,22.072,,2025-11-04,22.072
Australian Dollar,AUD,14.878159,14.343391,,2025-11-04,14.256109
Botswana Pula,BWP,1.608142,1.518144,,2025-11-04,1.508906
Canadian Dollar,CAD,16.17896,15.603485,,2025-11-04,15.508535
Swiss Franc,CHF,28.140542,27.128107,,2025-11-04,26.963027
Danish Kroner,DKK,3.506019,3.381032,,2025-11-04,3.360457
Indian Rupee,INR,0.256281,0.247139,,2025-11-04,0.245635
Japanese Yen,JPY,0.146054,0.142804,,2025-11-04,0.142804
Namibia Dollar,NAD,1.313719,1.266869,,2025-11-04,1.25916
Norwegian Krone,NOK,2.246718,2.166466,,2025-11-04,2.153283
New Zealand Dollar,NZD,12.987966,12.446294,,2025-11-04,12.446294
Swedish Krona,SEK,2.395173,2.30968,,2025-11-04,2.295626
South African Rand,ZAR,1.301155,1.271796,,2025-11-04,1.271796
Euro,EUR,25.941466,25.368681,,2025-11-05,25.368681
Pound Sterling,GBP,29.49002,28.832562,,2025-11-05,28.832562
US Dollar,USD,22.5288,22.1216,,2025-11-05,22.1216
Australian Dollar,AUD,14.804372,14.267883,,2025-11-05,14.181061
Botswana Pula,BWP,1.602629,1.512761,,2025-11-05,1.503555
Canadian Dollar,CAD,16.192201,15.614117,,2025-11-05,15.519102
Swiss Franc,CHF,28.196661,27.192431,,2025-11-05,27.02696
Danish Kroner,DKK,3.509282,3.384353,,2025-11-05,3.363758
Indian Rupee,INR,0.256986,0.247822,,2025-11-05,0.246314
Japanese Yen,JPY,0.147145,0.143862,,2025-11-05,0.143862
Namibia Dollar,NAD,1.304005,1.257502,,2025-11-05,1.24985
Norwegian Krone,NOK,2.234869,2.155117,,2025-11-05,2.142003
New Zealand Dollar,NZD,12.909941,12.364993,,2025-11-05,12.364993
Swedish Krona,SEK,2.386496,2.301448,,2025-11-05,2.287443
South African Rand,ZAR,1.291206,1.262445,,2025-11-05,1.262445
Euro,EUR,26.13095,25.554492,,2025-11-06,25.554492
Pound Sterling,GBP,29.6661,29.005273,,2025-11-06,29.005273
US Dollar,USD,22.73292,22.32248,,2025-11-06,22.32248
Australian Dollar,AUD,14.917802,14.379696,,2025-11-06,14.292193
Botswana Pula,BWP,1.61715,1.526498,,2025-11-06,1.517209
Canadian Dollar,CAD,16.273026,15.692386,,2025-11-06,15.596895
Swiss Franc,CHF,28.367925,27.34804,,2025-11-06,27.181622
Danish Kroner,DKK,3.534983,3.409051,,2025-11-06,3.388306
Indian Rupee,INR,0.259432,0.250186,,2025-11-06,0.248663
Japanese Yen,JPY,0.147909,0.14465,,2025-11-06,0.14465
Namibia Dollar,NAD,1.318754,1.271758,,2025-11-06,1.264019
Norwegian Krone,NOK,2.246528,2.163976,,2025-11-06,2.150808
New Zealand Dollar,NZD,12.978603,12.435377,,2025-11-06,12.435377
Swedish Krona,SEK,2.396703,2.311243,,2025-11-06,2.297178
South African Rand,ZAR,1.306079,1.276463,,2025-11-06,1.276463
Euro,EUR,26.405285,25.823071,,2025-11-07,25.823071
Pound Sterling,GBP,29.994664,29.324656,,2025-11-07,29.324656
US Dollar,USD,22.846118,22.433882,,2025-11-07,22.433882
Australian Dollar,AUD,15.033698,14.496055,,2025-11-07,14.407844
Botswana Pula,BWP,1.618267,1.538575,,2025-11-07,1.529213
Canadian Dollar,CAD,16.390001,15.805354,,2025-11-07,15.709175
Swiss Franc,CHF,28.629221,27.600189,,2025-11-07,27.432237
Danish Kroner,DKK,3.571465,3.444694,,2025-11-07,3.423732
Indian Rupee,INR,0.260885,0.251593,,2025-11-07,0.250062
Japanese Yen,JPY,0.149101,0.145816,,2025-11-07,0.145816
Namibia Dollar,NAD,1.332701,1.285221,,2025-11-07,1.2774
Norwegian Krone,NOK,2.268059,2.187127,,2025-11-07,2.173818
New Zealand Dollar,NZD,13.077907,12.53068,,2025-11-07,12.53068
Swedish Krona,SEK,2.419755,2.333497,,2025-11-07,2.319297
South African Rand,ZAR,1.319772,1.290226,,2025-11-07,1.290226
Euro,EUR,26.463535,25.880006,,2025-11-08,25.880006
Pound Sterling,GBP,30.048283,29.377062,,2025-11-08,29.377062
US Dollar,USD,22.8312,22.4192,,2025-11-08,22.4192
Australian Dollar,AUD,14.986916,14.448686,,2025-11-08,14.360763
Botswana Pula,BWP,1.857481,1.542025,,2025-11-08,1.532642
Canadian Dollar,CAD,16.428216,15.841046,,2025-11-08,15.744651
Swiss Franc,CHF,28.69225,27.664308,,2025-11-08,27.495965
Danish Kroner,DKK,3.579252,3.452092,,2025-11-08,3.431086
Indian Rupee,INR,0.260583,0.251298,,2025-11-08,0.249769
Japanese Yen,JPY,0.149169,0.145854,,2025-11-08,0.145854
Namibia Dollar,NAD,1.332292,1.284817,,2025-11-08,1.276998
Norwegian Krone,NOK,2.26916,2.188078,,2025-11-08,2.174763
New Zealand Dollar,NZD,12.988507,12.444961,,2025-11-08,12.444961
Swedish Krona,SEK,2.419694,2.333508,,2025-11-08,2.319308
South African Rand,ZAR,1.319671,1.289754,,2025-11-08,1.289754
Euro,EUR,26.463535,25.880006,,2025-11-09,25.880006
Pound Sterling,GBP,30.048283,29.377062,,2025-11-09,29.377062
US Dollar,USD,22.8312,22.4192,,2025-11-09,22.4192
Australian Dollar,AUD,14.986916,14.448686,,2025-11-09,14.360763
Botswana Pula,BWP,1.857481,1.542025,,2025-11-09,1.532642
Canadian Dollar,CAD,16.428216,15.841046,,2025-11-09,15.744651
Swiss Franc,CHF,28.69225,27.664308,,2025-11-09,27.495965
Danish Kroner,DKK,3.579252,3.452092,,2025-11-09,3.431086
Indian Rupee,INR,0.260583,0.251298,,2025-11-09,0.249769
Japanese Yen,JPY,0.149169,0.145854,,2025-11-09,0.145854
Namibia Dollar,NAD,1.332292,1.284817,,2025-11-09,1.276998
Norwegian Krone,NOK,2.26916,2.188078,,2025-11-09,2.174763
New Zealand Dollar,NZD,12.988507,12.444961,,2025-11-09,12.444961
Swedish Krona,SEK,2.419694,2.333508,,2025-11-09,2.319308
South African Rand,ZAR,1.319671,1.289754,,2025-11-09,1.289754
Euro,EUR,26.463535,25.880006,,2025-11-10,25.880006
Pound Sterling,GBP,30.048283,29.377062,,2025-11-10,29.377062
US Dollar,USD,22.8312,22.4192,,2025-11-10,22.4192
Australian Dollar,AUD,14.986916,14.448686,,2025-11-10,14.360763
Botswana Pula,BWP,1.857481,1.542025,,2025-11-10,1.532642
Canadian Dollar,CAD,16.428216,15.841046,,2025-11-10,15.744651
Swiss Franc,CHF,28.69225,27.664308,,2025-11-10,27.495965
Danish Kroner,DKK,3.579252,3.452092,,2025-11-10,3.431086
Indian Rupee,INR,0.260583,0.251298,,2025-11-10,0.249769
Japanese Yen,JPY,0.149169,0.145854,,2025-11-10,0.145854
Namibia Dollar,NAD,1.332292,1.284817,,2025-11-10,1.276998
Norwegian Krone,NOK,2.26916,2.188078,,2025-11-10,2.174763
New Zealand Dollar,NZD,12.988507,12.444961,,2025-11-10,12.444961
Swedish Krona,SEK,2.419694,2.333508,,2025-11-10,2.319308
South African Rand,ZAR,1.319671,1.289754,,2025-11-10,1.289754
Euro,EUR,26.535000,26.010000,,2025-11-10,26.010000
Pound Sterling,GBP,30.189000,29.592000,,2025-11-10,29.592000
US Dollar,USD,22.920000,22.700000,,2025-11-10,22.700000
Australian Dollar,AUD,15.088569,14.544506,,2025-11-10,14.456000
Botswana Pula,BWP,1.602000,1.571000,,2025-11-10,1.571000
Canadian Dollar,CAD,16.473902,15.888485,,2025-11-10,15.791800
Swiss Franc,CHF,28.674445,27.640288,,2025-11-10,27.472091
Danish Kroner,DKK,3.577590,3.450168,,2025-11-10,3.429173
Indian Rupee,INR,0.259000,0.254000,,2025-11-10,0.249775
Japanese Yen,JPY,0.149000,0.146000,,2025-11-10,0.145324
Namibia Dollar,NAD,1.339087,1.291376,,2025-11-10,1.283518
Norwegian Krone,NOK,2.278762,2.197247,,2025-11-10,2.183876
New Zealand Dollar,NZD,13.027782,12.480398,,2025-11-10,12.480398
Swedish Krona,SEK,2.427908,2.340911,,2025-11-10,2.326666
South African Rand,ZAR,1.329000,1.303000,,2025-11-10,1.303000
